Unnamed: 0,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
109,team,32,3,6,2,0,5,11,,,,,,,,,,,,,,
110,B. BichetteSS,4,0,1,0,0,0,0,0.296,0.336,0.37,J. AltuveLF,5,0,1,0,0,0,1,0.293,0.324,0.404
111,V. Guerrero Jr.1B,4,1,1,0,0,0,1,0.277,0.373,0.372,B. Rodgers2B,0,0,0,0,0,0,0,0.244,0.34,0.311
112,A. SantanderDH,3,0,0,0,0,1,3,0.189,0.264,0.295,Y. AlvarezDH,2,0,1,1,0,1,0,0.221,0.323,0.338
113,G. SpringerCF-RF,3,0,1,1,0,1,0,0.333,0.42,0.536,I. Paredes3B,4,0,1,0,0,0,0,0.233,0.337,0.378
114,A. Gimenez2B,3,0,1,0,0,0,1,0.194,0.276,0.333,J. PenaSS,4,0,1,0,0,0,1,0.253,0.327,0.391
115,bE. ClementPH,1,0,1,0,0,0,0,0.232,0.279,0.286,C. Walker1B,4,1,2,1,1,0,1,0.202,0.295,0.345
116,A. KirkC,4,0,0,0,0,0,1,0.211,0.25,0.282,Y. DiazC,4,1,2,0,0,0,0,0.173,0.205,0.28
117,A. BargerRF,2,0,0,0,0,0,0,0.059,0.111,0.118,Z. DezenzoRF,4,1,3,1,0,0,1,0.318,0.375,0.409
118,aM. StrawPH-CF,2,0,0,0,0,0,0,0.282,0.333,0.41,M. Dubon2B-LF,4,0,1,0,0,0,0,0.188,0.257,0.25
119,W. Wagner3B,3,0,0,0,0,0,2,0.2,0.279,0.236,C. McCormickCF,2,0,1,0,0,0,0,0.222,0.364,0.222
120,A. RodenLF,3,0,0,0,0,0,1,0.203,0.284,0.297,aV. CaratiniPH,1,0,0,0,0,0,1,0.241,0.333,0.31
121,team,32,1,5,1,0,2,9,,,,J. MeyersCF,1,0,0,0,0,0,1,0.265,0.311,0.324
122,,,,,,,,,,,,team,35,3,13,3,1,1,6,,,
123,O. CruzCF,5,1,2,1,1,0,1,0.247,0.355,0.519,J. SolerDH,4,0,1,0,0,0,1,0.262,0.319,0.464
124,B. ReynoldsRF,4,0,1,1,0,0,1,0.263,0.324,0.394,Z. NetoSS,4,0,0,0,0,0,2,0.118,0.167,0.353
125,A. McCutchenDH,3,0,1,0,0,1,1,0.25,0.357,0.4,M. TroutRF,4,0,0,0,0,0,3,0.169,0.276,0.47
126,E. Valdez1B,3,0,1,0,0,0,0,0.222,0.333,0.407,T. WardLF,3,0,0,0,0,0,1,0.213,0.25,0.447
127,aJ. TrioloPH-1B,1,0,1,0,0,0,0,0.188,0.235,0.25,T. d'ArnaudC,3,0,1,0,0,0,2,0.138,0.167,0.172
128,J. BartC,4,0,1,0,0,0,2,0.288,0.391,0.39,N. Schanuel1B,3,0,0,0,0,0,1,0.265,0.333,0.41
129,K. Hayes3B,3,0,1,0,0,0,1,0.214,0.283,0.286,L. Rengifo3B,3,0,0,0,0,0,0,0.207,0.241,0.305
130,A. Frazier2B,3,1,1,0,0,1,0,0.222,0.288,0.306,K. Paris2B,3,0,0,0,0,0,1,0.259,0.348,0.569
131,T. PhamLF,4,0,1,1,0,0,2,0.184,0.267,0.224,J. AdellCF,3,0,0,0,0,0,1,0.215,0.261,0.369
132,I. Kiner-FalefaSS,4,1,1,0,0,0,0,0.291,0.349,0.354,team,30,0,2,0,0,0,12,,,
133,team,34,3,11,3,1,2,8,,,,,,,,,,,,,,
134,Y. DiazDH,6,0,3,3,0,0,1,0.23,0.271,0.38,C. CarrollRF,5,2,2,3,2,1,0,0.327,0.404,0.693
135,J. Caminero3B,5,0,1,0,0,1,0,0.253,0.298,0.46,G. PerdomoSS,6,0,1,0,0,0,1,0.267,0.374,0.419
136,B. Lowe2B,6,0,0,0,0,0,3,0.217,0.241,0.325,P. SmithDH,2,0,0,0,0,2,1,0.383,0.5,0.733
137,C. MorelLF,5,2,2,1,1,0,1,0.258,0.329,0.409,bR. GrichukPH-DH,1,0,0,0,0,0,0,0.276,0.344,0.483
138,C. Mead1B,3,0,0,0,0,0,0,0.125,0.243,0.156,J. BarrosaPR-DH,0,0,0,0,0,0,0,0,0,0
139,aT. WallsPH-SS,2,0,1,0,0,0,1,0.169,0.265,0.169,J. Naylor1B,4,0,0,0,0,1,1,0.326,0.4,0.522
140,J. MangumRF,2,0,0,0,0,0,0,0.338,0.384,0.397,L. Gurriel Jr.LF,5,0,1,0,0,0,0,0.172,0.194,0.345
141,C. SimpsonCF,3,1,1,1,0,0,0,0.333,0.333,0.4,E. Suarez3B,5,1,1,0,0,0,1,0.155,0.26,0.405
142,K. MisnerCF-RF,5,2,3,1,0,0,0,0.373,0.409,0.678,A. ThomasCF,5,2,2,0,0,0,0,0.279,0.338,0.393
143,D. JansenC,2,1,1,0,0,1,0,0.14,0.283,0.24,T. Tawa2B,3,0,2,1,0,2,1,0.242,0.366,0.576
144,bJ. ArandaPH-1B,1,1,0,0,0,1,1,0.338,0.443,0.646,J. HerreraC,2,1,0,1,0,1,0,0.12,0.214,0.24
145,J. CaballeroSS,4,0,1,1,0,0,3,0.273,0.373,0.455,aG. MorenoPH-C,2,0,0,0,0,0,0,0.214,0.313,0.232
146,B. RortvedtC,1,0,0,0,0,0,0,0.08,0.233,0.08,team,40,6,9,5,2,7,5,,,
147,team,45,7,13,7,1,3,10,,,,,,,,,,,,,,
148,B. Turang2B,5,0,3,2,0,0,0,0.35,0.385,0.46,M. YastrzemskiRF,4,0,0,0,0,0,0,0.269,0.402,0.493
149,J. ChourioLF,5,0,0,0,0,0,3,0.248,0.265,0.477,W. AdamesSS,4,1,1,0,0,0,1,0.198,0.268,0.267
150,C. YelichDH,4,0,0,0,0,1,1,0.212,0.33,0.424,J. LeeCF,4,1,3,0,0,0,0,0.333,0.388,0.581
151,W. ContrerasC,4,0,1,0,0,0,0,0.244,0.347,0.372,M. Chapman3B,2,1,0,0,0,2,1,0.229,0.402,0.422
152,S. FrelickRF,4,0,1,0,0,0,0,0.318,0.406,0.432,W. FloresDH,4,1,2,2,0,0,1,0.258,0.313,0.494
153,R. Hoskins1B,3,0,1,0,0,1,1,0.273,0.38,0.424,H. RamosLF,4,0,1,0,0,0,1,0.233,0.279,0.388
154,V. CapraPR,0,1,0,0,0,0,0,0.083,0.132,0.167,L. Wade Jr.1B,3,0,0,1,0,1,0,0.098,0.233,0.23
155,G. MitchellCF,4,0,1,0,0,0,2,0.203,0.278,0.297,P. BaileyC,4,0,0,0,0,0,3,0.167,0.222,0.258
156,J. OrtizSS,2,0,0,0,0,1,1,0.173,0.264,0.185,C. Koss2B,3,0,1,0,0,0,0,0.176,0.263,0.176
157,aJ. BauersPH,1,1,1,0,0,0,0,0.28,0.379,0.56,team,32,4,8,3,0,3,7,,,
158,C. Durbin3B,3,0,1,0,0,0,0,0.261,0.32,0.435,,,,,,,,,,,
159,team,35,2,9,2,0,3,8,,,,,,,,,,,,,,
160,K. PillarCF,3,1,1,0,0,0,0,0.308,0.308,0.385,L. ButlerRF,5,1,1,1,1,0,1,0.275,0.365,0.462
161,bD. HarrisPH-CF,1,0,0,0,0,0,1,0.286,0.318,0.524,B. RookerDH,4,0,0,0,0,0,2,0.235,0.284,0.48
162,W. LangfordLF,3,1,1,1,1,1,2,0.294,0.393,0.667,T. SoderstromLF,3,2,1,0,0,1,1,0.283,0.35,0.609
163,J. Jung3B,4,0,1,0,0,0,0,0.259,0.271,0.431,S. BrownLF,0,0,0,0,0,0,0,0.16,0.3,0.28
164,A. GarcíaRF,4,0,0,1,0,0,1,0.217,0.283,0.434,S. LangeliersC,4,1,4,1,0,0,0,0.25,0.326,0.488
165,M. Semien2B,4,0,0,0,0,0,2,0.153,0.221,0.235,J. BledayCF,3,0,0,0,0,1,1,0.217,0.32,0.337
166,J. Burger1B,3,0,0,0,0,0,1,0.178,0.221,0.329,J. WilsonSS,3,1,1,1,0,1,0,0.337,0.344,0.472
167,cJ. PedersonPH,1,0,1,0,0,0,0,0.068,0.154,0.102,N. Kurtz1B,4,0,1,1,0,0,1,0.25,0.25,0.25
168,J. HeimDH,4,0,1,0,0,0,2,0.245,0.298,0.453,G. Urshela3B,3,0,2,1,0,1,0,0.193,0.258,0.333
169,K. HigashiokaC,3,0,2,0,0,0,1,0.279,0.311,0.419,L. Urias2B,4,0,0,0,0,0,1,0.259,0.323,0.481
170,N. AhmedSS,2,0,0,0,0,0,1,0,0,0,team,33,5,10,5,1,4,7,,,
171,aJ. SmithPH-SS,1,0,0,0,0,0,0,0.36,0.448,0.56,,,,,,,,,,,
172,team,33,2,7,2,1,1,11,,,,,,,,,,,,,,
0,J. PalaciosRF,3,0,1,1,0,1,1,0.214,0.333,0.214,E. Julien2B,3,0,1,0,0,0,1,0.225,0.273,0.338
1,L. Robert Jr.DH,4,0,0,0,0,0,3,0.138,0.255,0.238,aJ. BridePH,1,0,0,0,0,0,0,0.333,0.333,0.333
2,A. BenintendiLF,3,0,1,0,0,1,1,0.246,0.303,0.443,B. BuxtonCF,2,0,0,0,0,1,2,0.225,0.263,0.461
3,A. Vaughn1B,4,0,2,0,0,0,0,0.165,0.2,0.297,L. KeaschallDH,2,0,1,0,0,1,0,0.368,0.52,0.526
4,J. AmayaPR-SS,0,0,0,0,0,0,0,0.087,0.12,0.109,T. LarnachRF,3,0,0,0,0,0,3,0.21,0.316,0.333
5,E. QueroC,3,0,1,0,0,1,0,0.333,0.429,0.417,C. CorreaSS,3,0,0,0,0,0,1,0.167,0.222,0.274
6,L. Sosa2B,4,1,1,1,1,0,3,0.265,0.291,0.373,T. France1B,3,0,0,0,0,0,2,0.233,0.327,0.337
7,M. Vargas3B,3,2,1,1,1,1,0,0.163,0.258,0.256,B. Lee3B,3,0,2,0,0,0,0,0.25,0.364,0.357
8,M. TaylorCF,3,0,1,0,0,0,0,0.157,0.204,0.275,D. Keirsey Jr.LF,2,0,0,0,0,0,0,0.095,0.095,0.095
9,B. DalbecSS-1B,2,0,0,0,0,1,0,0.25,0.4,0.375,bH. BaderPH,1,0,0,0,0,0,1,0.226,0.314,0.387
10,team,29,3,8,3,2,5,8,,,,C. VazquezC,3,0,2,0,0,0,0,0.152,0.194,0.273
11,,,,,,,,,,,,team,26,0,6,0,0,2,10,,,
12,D. MooreRF,1,1,1,1,0,1,0,0.288,0.351,0.53,J. DuranLF,4,1,1,0,0,0,1,0.25,0.309,0.375
13,aM. MastrobuoniPH-RF,2,0,0,0,0,0,1,0.258,0.378,0.258,R. DeversDH,4,0,0,0,0,0,2,0.194,0.331,0.327
14,J. RodriguezCF,5,0,1,1,0,0,2,0.202,0.313,0.364,A. Bregman3B,3,1,2,2,1,1,0,0.32,0.393,0.563
15,C. RaleighDH,5,0,0,0,0,0,3,0.222,0.325,0.545,W. AbreuRF,4,0,0,0,0,0,1,0.271,0.386,0.482
16,R. ArozarenaLF,2,1,0,0,0,3,1,0.2,0.363,0.4,T. StorySS,4,0,0,0,0,0,2,0.297,0.33,0.465
17,M. GarverC,4,0,1,2,0,1,1,0.214,0.353,0.238,T. Casas1B,2,0,0,0,0,1,0,0.167,0.263,0.31
18,D. Solano1B,3,0,0,0,0,1,1,0.079,0.1,0.079,R. GonzalezPR,0,0,0,0,0,0,0,0.333,0.394,0.467
19,bJ. PolancoPH,1,0,1,0,0,0,0,0.351,0.367,0.596,K. CampbellCF,4,0,0,0,0,0,4,0.286,0.39,0.452
20,R. Tellez1B,0,0,0,0,0,0,0,0.163,0.208,0.429,D. Hamilton2B,3,0,0,0,0,0,0,0.067,0.125,0.167
21,B. Williamson3B,4,1,1,0,0,1,2,0.303,0.361,0.424,C. NarvaezC,3,1,1,1,1,0,2,0.21,0.269,0.371
22,L. Rivas2B,3,1,2,0,0,1,0,0.333,0.5,0.333,team,31,3,4,3,2,2,12,,,
23,J.P. CrawfordSS,4,0,2,0,0,0,2,0.26,0.4,0.329,,,,,,,,,,,
24,team,34,4,9,4,0,8,13,,,,,,,,,,,,,,
25,B. DoyleCF,2,1,0,0,0,2,1,0.304,0.361,0.518,M. Garcia3B,5,1,2,0,0,0,1,0.296,0.363,0.444
26,K. Farmer2B,4,0,0,0,0,0,1,0.268,0.303,0.394,B. Witt Jr.SS,4,1,1,0,0,0,1,0.305,0.382,0.474
27,R. McMahon3B,3,1,0,0,0,1,1,0.188,0.313,0.3,V. PasquantinoDH,5,0,0,0,0,0,2,0.176,0.248,0.297
28,H. GoodmanC,4,1,2,3,1,0,0,0.25,0.341,0.458,S. PerezC,4,2,2,2,0,1,0,0.198,0.252,0.323
29,S. BouchardDH,4,0,0,0,0,0,1,0.211,0.318,0.342,C. Biggio1B,3,1,1,0,0,2,1,0.2,0.349,0.2
30,M. MoniakRF,4,0,0,0,0,0,1,0.217,0.288,0.5,M. Massey2B,5,1,1,1,0,0,1,0.19,0.213,0.226
31,M. Toglia1B,3,0,0,0,0,0,1,0.177,0.214,0.253,H. RenfroeRF,3,0,2,0,0,1,0,0.164,0.258,0.2
32,J. BeckLF,3,1,2,1,1,0,0,0.212,0.297,0.364,T. TolbertPR-RF,0,1,0,0,0,0,0,0,0,0
33,A. SchunkSS,3,0,0,0,0,0,1,0.231,0.231,0.308,D. WatersLF,3,0,2,1,0,0,0,0.306,0.359,0.472
34,team,30,4,4,4,2,3,7,,,,K. IsbelCF,4,0,2,3,0,0,0,0.234,0.246,0.344
35,,,,,,,,,,,,team,36,7,13,7,0,4,6,,,
36,B. Turang2B,4,1,1,0,0,1,0,0.346,0.386,0.452,M. YastrzemskiRF,4,2,2,2,1,1,0,0.282,0.414,0.535
37,S. FrelickRF,5,0,1,1,0,0,1,0.312,0.396,0.419,W. AdamesSS,3,0,1,1,0,1,0,0.202,0.274,0.269
38,C. YelichLF,3,0,1,1,0,1,0,0.216,0.333,0.42,J. LeeCF,3,1,1,1,0,2,0,0.333,0.398,0.583
39,R. HoskinsDH,4,0,2,0,0,1,0,0.286,0.393,0.443,M. Chapman3B,5,1,1,2,1,0,2,0.227,0.393,0.443
40,J. Bauers1B,4,0,1,0,0,0,2,0.276,0.364,0.517,H. RamosDH,3,0,0,0,0,1,2,0.226,0.278,0.377
41,J. OrtizSS,4,1,1,0,0,0,1,0.176,0.263,0.188,L. Wade Jr.1B,3,0,0,0,0,1,0,0.094,0.234,0.219
42,G. MitchellCF,3,1,1,0,0,1,1,0.209,0.289,0.299,T. Fitzgerald2B,3,1,0,0,0,1,0,0.301,0.354,0.466
43,V. Capra3B,3,1,0,0,0,1,2,0.077,0.143,0.154,S. HuffC,3,0,0,0,0,0,0,0.2,0.286,0.32
44,E. HaaseC,2,1,1,1,0,0,0,0.294,0.368,0.471,aW. FloresPH,1,0,1,0,0,0,0,0.267,0.32,0.5
45,aC. DurbinPH,0,0,0,0,0,1,0,0.261,0.346,0.435,C. KossPR,0,1,0,0,0,0,0,0.176,0.263,0.176
46,team,32,5,9,3,0,6,7,,,,P. BaileyC,0,0,0,0,0,0,0,0.167,0.222,0.258
47,,,,,,,,,,,,L. MatosLF,4,0,1,0,0,0,0,0.158,0.179,0.263
48,,,,,,,,,,,,team,32,6,7,6,2,7,4,,,
49,B. DoyleCF,4,0,1,0,0,1,2,0.3,0.364,0.5,J. IndiaLF-3B,3,1,1,0,0,1,1,0.2,0.306,0.259
50,N. MartiniRF,4,0,0,0,0,0,1,0.255,0.333,0.294,B. Witt Jr.SS,4,2,1,1,0,0,1,0.303,0.377,0.465
51,aS. BouchardPH,1,0,0,0,0,0,0,0.205,0.311,0.333,V. Pasquantino1B,3,1,1,1,0,1,0,0.181,0.257,0.298
52,R. McMahon3B,5,0,0,0,0,0,3,0.176,0.297,0.282,S. PerezDH,4,1,3,2,0,0,0,0.22,0.271,0.36
53,H. GoodmanDH,4,0,0,0,0,0,0,0.237,0.326,0.434,M. Garcia3B-2B,3,0,0,0,0,1,0,0.286,0.358,0.429
54,J. BeckLF,3,2,2,2,2,1,1,0.25,0.341,0.556,M. Massey2B,3,0,1,1,0,0,1,0.195,0.215,0.23
55,M. Toglia1B,3,0,1,0,0,1,1,0.183,0.227,0.256,T. TolbertPR-LF,0,1,0,0,0,0,0,0,0,0
56,J. StallingsC,4,0,2,0,0,0,0,0.194,0.31,0.25,M. CanhaRF,4,0,1,0,0,0,2,0.348,0.423,0.435
57,A. Amador2B,3,0,1,0,0,1,0,0.13,0.2,0.174,K. IsbelCF,0,0,0,0,0,0,0,0.234,0.246,0.344
58,A. SchunkSS,4,0,2,0,0,0,1,0.294,0.294,0.353,D. WatersCF-RF,4,0,0,1,0,0,2,0.275,0.326,0.425
59,team,35,2,9,2,2,4,9,,,,F. FerminC,3,0,1,0,0,1,1,0.222,0.282,0.306
60,,,,,,,,,,,,team,31,6,9,6,0,4,8,,,
61,C. MullinsCF,4,0,1,1,0,0,1,0.295,0.433,0.59,C. AbramsSS,4,0,0,0,0,0,1,0.222,0.265,0.533
62,A. RutschmanC,4,0,0,0,0,0,2,0.205,0.3,0.364,A. CallRF,4,0,1,0,0,0,0,0.304,0.407,0.391
63,G. HendersonSS,3,0,0,0,0,1,1,0.203,0.247,0.377,J. WoodLF,3,0,0,0,0,1,2,0.247,0.352,0.559
64,R. Mountcastle1B,3,0,0,0,0,1,1,0.23,0.278,0.324,K. RuizC,4,0,1,0,0,0,0,0.321,0.367,0.44
65,J. Westburg3B,4,0,1,0,0,0,2,0.193,0.247,0.386,N. NunezPR,0,0,0,0,0,0,0,0.143,0.226,0.179
66,H. KjerstadLF,4,0,0,0,0,0,3,0.228,0.274,0.421,N. Lowe1B,4,0,0,0,0,0,1,0.278,0.35,0.467
67,R. LaureanoRF,4,1,1,0,0,0,0,0.207,0.233,0.552,A. Rosario3B,4,1,1,0,0,0,0,0.244,0.261,0.378
68,R. O'HearnDH,3,1,1,1,0,0,2,0.283,0.358,0.483,J. BellDH,3,0,1,1,0,0,1,0.148,0.258,0.321
69,J. Mateo2B,2,0,0,0,0,0,1,0.053,0.053,0.105,D. CrewsCF,3,0,0,0,0,0,1,0.188,0.217,0.313
70,aJ. HollidayPH-2B,0,0,0,0,0,0,0,0.234,0.31,0.375,L. Garcia Jr.2B,3,0,1,0,0,0,0,0.221,0.271,0.299
71,team,31,2,4,2,0,2,13,,,,team,32,1,5,1,0,1,6,,,
72,O. CruzCF,5,1,2,1,1,0,0,0.256,0.357,0.549,J. SolerDH,4,0,0,0,0,0,2,0.25,0.306,0.443
73,B. ReynoldsRF,4,0,1,0,0,0,0,0.262,0.322,0.388,Z. NetoSS,4,1,3,1,1,0,1,0.238,0.273,0.619
74,A. McCutchenDH,4,1,1,0,0,0,1,0.25,0.351,0.406,M. TroutRF,4,1,1,0,0,0,0,0.172,0.275,0.483
75,J. BartC,4,0,2,0,0,0,1,0.302,0.397,0.413,T. WardLF,4,1,1,1,0,0,0,0.214,0.25,0.439
76,K. Hayes3B,4,0,1,1,0,0,0,0.216,0.281,0.284,L. O'HoppeC,4,1,1,2,1,0,1,0.282,0.301,0.549
77,A. CanarioLF,3,0,0,0,0,0,1,0.077,0.172,0.192,N. Schanuel1B,3,0,0,0,0,0,1,0.256,0.323,0.395
78,aE. ValdezPH-1B,1,0,0,0,0,0,0,0.218,0.328,0.4,L. Rengifo3B,3,0,0,0,0,0,1,0.2,0.233,0.294
79,M. Gorski1B-LF,4,1,1,1,1,0,1,0.25,0.25,1,J. AdellCF,2,0,0,0,0,1,0,0.209,0.264,0.358
80,J. Triolo2B,3,0,0,0,0,0,0,0.171,0.216,0.229,K. Paris2B,3,0,0,0,0,0,1,0.246,0.333,0.541
81,bA. FrazierPH,1,0,1,0,0,0,0,0.233,0.296,0.315,team,31,4,6,4,2,1,7,,,
82,I. Kiner-FalefaSS,3,0,0,0,0,1,1,0.28,0.344,0.341,,,,,,,,,,,
83,team,36,3,9,3,2,1,5,,,,,,,,,,,,,,
84,Y. DiazDH,5,1,3,1,0,0,1,0.248,0.286,0.4,C. CarrollRF,5,1,1,1,0,0,1,0.321,0.395,0.67
85,B. Lowe2B,4,1,0,0,0,1,2,0.207,0.239,0.31,G. PerdomoSS,4,0,0,0,0,0,1,0.256,0.366,0.4
86,J. Aranda1B,5,1,0,0,0,0,2,0.314,0.417,0.6,P. Smith1B,3,0,0,0,0,1,1,0.365,0.487,0.698
87,J. Caminero3B,5,1,1,1,0,0,1,0.25,0.293,0.457,J. NaylorDH,4,0,1,1,0,0,1,0.323,0.394,0.51
88,K. MisnerRF,4,1,0,0,0,1,3,0.349,0.394,0.635,L. Gurriel Jr.LF,4,0,0,0,0,0,1,0.165,0.186,0.33
89,C. MorelLF,5,1,2,3,1,0,2,0.268,0.333,0.465,G. MorenoC,3,1,1,0,0,1,0,0.22,0.324,0.237
90,J. CaballeroSS,5,0,1,1,0,0,2,0.265,0.357,0.449,E. Suarez3B,4,1,1,0,0,0,0,0.159,0.26,0.398
91,C. SimpsonCF,4,1,1,0,0,1,2,0.316,0.35,0.368,A. ThomasCF,4,0,1,1,0,0,1,0.277,0.333,0.4
92,D. JansenC,4,0,1,0,0,0,1,0.148,0.281,0.241,T. Tawa2B,3,1,1,1,1,1,1,0.25,0.378,0.639
93,T. WallsPR,0,0,0,0,0,0,0,0.169,0.265,0.169,team,34,4,6,4,1,3,7,,,
94,B. RortvedtC,0,0,0,0,0,0,0,0.08,0.233,0.08,,,,,,,,,,,
95,team,41,7,9,6,1,3,16,,,,,,,,,,,,,,
96,J. SmithSS,4,0,0,0,0,1,0,0.333,0.429,0.519,L. ButlerRF,5,1,1,0,0,0,2,0.271,0.358,0.458
97,W. LangfordLF,5,0,3,0,0,0,0,0.321,0.409,0.661,J. WilsonSS,5,1,1,1,0,0,0,0.33,0.337,0.457
98,J. PedersonDH,2,0,0,0,0,1,0,0.066,0.174,0.098,T. SoderstromLF-1B,4,0,2,2,0,0,0,0.292,0.355,0.615
99,A. GarcíaRF,4,0,1,0,0,0,1,0.218,0.281,0.425,S. LangeliersC,4,0,0,0,0,0,0,0.238,0.312,0.464
100,M. Semien2B,3,0,0,0,0,1,1,0.148,0.222,0.227,J. BledayCF,4,0,1,0,0,0,3,0.218,0.317,0.333
101,J. Jung3B,4,1,1,1,1,0,0,0.258,0.27,0.468,S. BrownDH,2,0,1,0,0,0,1,0.185,0.313,0.333
102,J. HeimC,4,1,1,1,1,0,1,0.246,0.295,0.491,aB. RookerPH-DH,1,0,0,0,0,1,1,0.233,0.288,0.476
103,J. Burger1B,4,0,0,0,0,0,1,0.169,0.21,0.312,N. Kurtz1B,2,0,0,0,0,0,1,0.167,0.167,0.167
104,L. TaverasCF,4,1,1,1,1,0,2,0.2,0.212,0.292,bM. AndujarPH-LF,2,0,0,0,0,0,1,0.31,0.351,0.423
105,team,34,3,7,3,3,3,6,,,,G. Urshela3B,3,0,3,0,0,0,0,0.233,0.292,0.367
106,,,,,,,,,,,,M. SchuemannPR-3B,0,1,0,0,0,1,0,0.167,0.211,0.389
107,,,,,,,,,,,,L. Urias2B,4,1,1,0,0,0,1,0.258,0.314,0.452
108,,,,,,,,,,,,team,36,4,10,3,0,2,10,,,
0,C. MullinsCF,4,1,0,0,0,1,2,0.28,0.422,0.561,K. CarpenterDH,4,0,0,0,0,1,2,0.284,0.314,0.506
1,G. HendersonSS,5,0,1,0,0,0,1,0.203,0.244,0.365,G. Torres2B,4,0,0,1,0,0,0,0.263,0.306,0.386
2,J. WestburgDH,5,0,3,1,0,0,1,0.216,0.266,0.398,Z. McKinstryRF,2,1,1,0,0,2,1,0.316,0.43,0.461
3,R. O'Hearn1B,3,1,3,1,1,0,0,0.317,0.386,0.556,R. GreeneLF,4,0,1,0,0,0,2,0.23,0.274,0.37
4,aR. MountcastlePH-1B,1,0,0,0,0,0,0,0.227,0.275,0.32,S. Torkelson1B,4,1,1,1,1,0,1,0.263,0.368,0.589
5,H. KjerstadLF,3,0,0,0,0,0,2,0.217,0.262,0.4,J. Jung3B,2,0,1,1,0,1,1,0.143,0.4,0.143
6,bD. CarlsonPH-LF,1,0,0,0,0,0,1,0,0.143,0,aA. IbanezPH-3B,1,0,0,0,0,0,0,0.205,0.295,0.385
7,R. Urias3B,4,1,3,1,1,0,0,0.34,0.403,0.434,D. DinglerC,4,1,1,0,0,0,2,0.275,0.286,0.478
8,J. Holliday2B,4,0,1,0,0,0,2,0.235,0.307,0.368,T. SweeneySS,2,1,0,0,0,2,1,0.2,0.286,0.293
9,G. SanchezC,3,0,0,0,0,0,1,0.107,0.161,0.107,J. BaezCF,4,0,3,1,0,0,1,0.286,0.324,0.343
10,cA. RutschmanPH-C,0,0,0,0,0,1,0,0.205,0.307,0.364,team,31,4,8,4,1,6,11,,,
11,R. LaureanoRF,4,0,0,0,0,0,0,0.182,0.206,0.485,,,,,,,,,,,
12,team,37,3,11,3,2,2,10,,,,,,,,,,,,,,
13,J. DuranLF,4,0,0,0,0,1,1,0.241,0.305,0.362,S. KwanLF,4,1,2,1,0,0,0,0.343,0.398,0.505
14,R. DeversDH,3,1,1,1,1,1,0,0.198,0.341,0.356,N. JonesRF,4,1,1,0,0,0,3,0.183,0.3,0.267
15,A. Bregman3B,5,1,2,0,0,0,2,0.324,0.393,0.565,J. Ramirez3B,4,1,2,1,0,0,0,0.276,0.337,0.494
16,T. StorySS,5,1,0,0,0,0,2,0.283,0.315,0.443,K. ManzardoDH,4,0,0,0,0,0,2,0.208,0.312,0.545
17,W. AbreuRF,3,1,1,3,1,1,1,0.273,0.39,0.511,C. Santana1B,1,0,0,1,0,1,1,0.202,0.28,0.287
18,K. Campbell2B,4,0,1,0,0,0,2,0.284,0.385,0.443,G. AriasSS,4,1,1,1,0,0,2,0.269,0.318,0.474
19,T. Casas1B,3,0,1,0,0,1,1,0.172,0.273,0.31,D. Schneemann2B,2,0,1,1,0,0,0,0.243,0.317,0.459
20,B. SabolC,3,0,0,0,0,1,1,0.125,0.167,0.188,aW. WilsonPH-2B,1,1,0,0,0,0,1,0.2,0.333,0.2
21,C. RafaelaCF,4,0,1,0,0,0,0,0.231,0.302,0.308,A. MartinezCF,4,0,2,0,0,0,0,0.372,0.364,0.488
22,team,34,4,7,4,2,5,10,,,,A. HedgesC,3,0,1,0,0,0,2,0.167,0.333,0.417
23,,,,,,,,,,,,team,31,5,10,5,0,1,11,,,
24,J. SolerDH,4,0,0,0,0,0,1,0.237,0.29,0.423,R. JeffersDH,3,1,1,0,0,2,1,0.242,0.342,0.318
25,Z. NetoSS,4,1,3,1,1,0,0,0.3,0.323,0.667,B. BuxtonCF,5,2,1,0,0,0,2,0.237,0.269,0.505
26,M. TroutRF,4,0,0,0,0,0,2,0.177,0.27,0.49,C. CorreaSS,5,1,2,2,0,0,2,0.187,0.242,0.286
27,T. WardLF,4,0,0,0,0,0,1,0.2,0.234,0.41,T. France1B,5,1,2,1,0,0,0,0.234,0.327,0.34
28,L. O'HoppeC,4,0,0,0,0,0,3,0.266,0.284,0.544,T. LarnachRF,5,0,1,0,0,0,1,0.222,0.324,0.378
29,N. Schanuel1B,2,0,0,0,0,0,1,0.247,0.327,0.382,D. Keirsey Jr.RF,0,0,0,0,0,0,0,0.091,0.091,0.091
30,aJ.D. DavisPH-1B,1,0,1,0,0,0,0,0.167,0.167,0.167,J. Bride3B,4,0,2,1,0,1,1,0.429,0.5,0.429
31,L. Rengifo3B,3,0,1,0,0,0,1,0.228,0.258,0.315,B. Lee2B,4,0,2,1,0,0,0,0.278,0.366,0.389
32,J. AdellCF,3,0,0,0,0,0,2,0.203,0.253,0.338,H. BaderLF,3,0,2,0,0,1,0,0.235,0.333,0.382
33,Tim Anderson2B,3,0,0,0,0,0,2,0.176,0.222,0.196,C. VazquezC,3,0,0,0,0,1,1,0.139,0.2,0.25
